# 20160802-20160809,,,,,,,,
经销商,访问日期,PV,UV,平均页面停留时间,进入次数,跳出百分比,退出百分比,价值
/point/pages/scan.html?dealerCode=11840,2016080909,4,2,0:05:48,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11860,2016080409,4,2,0:00:08,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11870,2016080816,4,3,0:00:10,1,100.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11880,2016080310,4,3,0:00:11,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=11880,2016080611,4,2,0:00:08,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11900,2016080816,4,1,0:03:28,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11940,2016080313,4,2,0:02:47,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11940,2016080810,4,2,0:00:23,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080213,4,2,0:04:34,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080311,4,3,0:00:36,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080609,4,2,0:00:07,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080615,4,2,0:00:09,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080714,4,4,0:00:05,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080809,4,2,0:00:06,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20050,2016080713,4,2,0:02:42,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20050,2016080811,4,1,0:01:19,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20060&from=singlemessage&isappinstalled=0,2016080316,4,2,0:00:21,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20090,2016080317,4,1,0:00:20,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20140,2016080610,4,2,0:00:07,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080211,4,3,0:00:16,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080308,4,2,0:00:29,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080512,4,3,0:00:05,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080913,4,1,0:00:10,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20240,2016080616,4,3,0:00:04,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20300,2016080408,4,3,0:00:07,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20300,2016080409,4,2,0:00:09,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20300,2016080422,4,3,0:00:05,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20310,2016080316,4,1,0:00:59,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20310,2016080610,4,4,0:00:07,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20310,2016080814,4,3,0:00:03,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080209,4,3,0:00:04,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080210,4,3,0:00:06,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080216,4,2,0:00:13,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080316,4,3,0:01:09,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080510,4,3,0:00:08,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080511,4,2,0:00:03,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080512,4,2,0:00:39,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080608,4,2,0:01:32,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080623,4,2,0:00:09,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080716,4,2,0:00:18,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080909,4,4,0:01:14,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080915,4,2,0:00:14,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080309,4,4,0:00:25,4,25.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080311,4,1,0:00:26,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080410,4,4,0:00:15,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080511,4,3,0:00:16,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080514,4,3,0:00:05,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080608,4,2,0:00:27,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080609,4,3,0:03:53,3,66.67%,75.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080614,4,3,0:00:12,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080616,4,3,0:00:06,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080708,4,3,0:00:35,3,66.67%,75.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080711,4,4,0:00:08,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080815,4,4,0:00:23,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20390,2016080509,4,1,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20400,2016080716,4,2,0:00:04,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20400,2016080816,4,2,0:00:04,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20450,2016080215,4,2,0:00:29,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20450,2016080217,4,1,0:00:04,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20450,2016080316,4,2,0:00:14,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20450,2016080407,4,1,0:00:07,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20490,2016080211,4,2,0:00:08,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20490,2016080309,4,3,0:00:06,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20490,2016080407,4,1,0:00:19,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20490,2016080511,4,3,0:00:14,2,100.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20490,2016080513,4,4,0:00:03,3,66.67%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20530,2016080816,4,2,0:00:56,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20590,2016080717,4,3,0:00:06,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20590,2016080810,4,1,0:00:11,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20650,2016080610,4,4,0:00:05,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20660,2016080908,4,2,0:00:52,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20680,2016080313,4,2,0:02:04,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20680,2016080710,4,2,0:00:07,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20690,2016080310,4,3,0:00:09,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080213,4,2,0:00:10,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080307,4,1,0:00:42,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080314,4,1,0:02:23,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080414,4,0,0:00:24,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080413,4,2,0:00:08,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080616,4,4,0:00:04,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080914,4,2,0:00:31,1,100.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080915,4,2,0:00:05,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20830,2016080715,4,1,0:00:06,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20880,2016080311,4,2,0:00:05,1,100.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20880,2016080409,4,2,0:00:07,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20880,2016080811,4,2,0:00:28,1,100.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20900,2016080313,4,3,0:00:14,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20900,2016080414,4,4,0:00:09,4,25.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20900,2016080508,4,4,0:00:10,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20900,2016080509,4,3,0:00:10,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20900,2016080510,4,2,0:00:09,1,100.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20940,2016080909,4,3,0:05:40,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080312,4,4,0:08:51,4,25.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080406,4,4,0:00:05,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080407,4,2,0:00:30,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080415,4,1,0:00:10,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080517,4,3,0:00:09,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080522,4,2,0:00:07,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21010,2016080211,4,1,0:00:05,1,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21010,2016080813,4,3,0:00:09,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21040,2016080310,4,1,0:00:09,1,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21110,2016080610,4,2,0:01:35,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21140,2016080710,4,2,0:01:46,1,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21160,2016080809,4,3,0:00:10,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21190,2016080214,4,1,0:00:05,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21190,2016080315,4,2,0:00:55,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21190,2016080516,4,4,0:00:05,2,100.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21200,2016080416,4,3,0:00:07,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21200,2016080610,4,3,0:00:09,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21200,2016080714,4,3,0:00:04,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21200,2016080910,4,2,0:00:10,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21200,2016080916,4,2,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21210,2016080715,4,4,0:00:05,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21210,2016080914,4,2,0:01:07,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21220,2016080909,4,1,0:05:07,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21230,2016080911,4,1,0:00:21,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21240,2016080518,4,3,0:00:21,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21240,2016080709,4,1,0:00:32,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080520,4,3,0:00:09,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080707,4,1,0:00:42,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080708,4,2,0:01:02,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080812,4,2,0:00:05,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080813,4,3,0:00:15,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080909,4,2,0:00:06,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21280,2016080915,4,1,0:00:41,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21300,2016080613,4,2,0:00:11,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21320,2016080211,4,1,0:00:06,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21320,2016080315,4,1,0:00:25,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21320,2016080413,4,2,0:01:57,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21330,2016080713,4,3,0:00:04,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080323,4,1,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080417,4,3,0:00:04,3,66.67%,75.00%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080613,4,1,0:01:26,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080711,4,1,0:00:04,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080714,4,2,0:00:18,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21410,2016080212,4,3,0:00:48,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21410,2016080315,4,1,0:01:42,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21410,2016080413,4,1,0:00:59,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21410,2016080612,4,3,0:05:21,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21450,2016080615,4,2,0:00:40,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21510,2016080217,4,3,0:00:16,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21560,2016080811,4,2,0:00:09,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21610,2016080219,4,3,0:00:08,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080508,4,2,0:00:34,1,100.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080814,4,3,0:00:16,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080818,4,2,0:03:27,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21650,2016080418,4,2,0:04:02,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21650,2016080615,4,1,0:00:07,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21670,2016080709,4,2,0:02:06,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21680,2016080612,4,4,0:00:26,4,25.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21700,2016080615,4,3,0:00:06,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21700,2016080815,4,3,0:00:07,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21740,2016080519,4,2,0:00:15,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21740,2016080615,4,2,0:00:07,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21740,2016080819,4,3,0:00:05,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21740,2016080907,4,1,0:00:06,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21770,2016080413,4,2,0:00:05,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=21790,2016080409,4,3,0:00:09,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080214,4,3,0:00:05,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080220,4,0,0:00:14,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080413,4,1,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080510,4,2,0:00:05,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080512,4,3,0:00:04,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080614,4,4,0:00:03,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080617,4,2,0:02:02,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080813,4,1,0:00:06,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21840,2016080511,4,3,0:00:06,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21840,2016080610,4,3,0:00:06,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21840,2016080911,4,1,0:00:04,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21850,2016080415,4,2,0:00:02,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21860,2016080617,4,2,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21860,2016080710,4,2,0:01:01,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21860&from=singlemessage&isappinstalled=0,2016080615,4,1,0:00:04,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21890,2016080215,4,3,0:00:08,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21890,2016080715,4,3,0:00:04,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=21890,2016080915,4,1,0:00:17,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21940,2016080315,4,1,0:01:47,1,100.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080215,4,2,0:04:11,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080612,4,4,0:00:03,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080613,4,3,0:03:02,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080615,4,2,0:00:07,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080616,4,1,0:02:15,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080713,4,4,0:00:07,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=22100,2016080713,4,3,0:00:21,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=22210,2016080409,4,2,0:00:04,1,100.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=22210,2016080510,4,2,0:01:38,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=22210,2016080609,4,1,0:06:17,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=22210,2016080710,4,2,0:00:05,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=22210,2016080808,4,2,0:00:03,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=22300,2016080510,4,2,0:00:05,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=22400,2016080520,4,3,0:00:06,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30130,2016080214,4,2,0:00:04,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30130,2016080409,4,3,0:00:05,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30130,2016080717,4,2,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30130,2016080813,4,3,0:00:11,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30200,2016080316,4,1,0:01:03,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30200,2016080518,4,1,0:00:22,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30230,2016080420,4,2,0:13:09,1,100.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30230,2016080713,4,2,0:02:24,2,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30240,2016080414,4,3,0:00:07,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30240,2016080510,4,1,0:00:08,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30280,2016080414,4,3,0:01:25,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30310,2016080911,4,3,0:00:05,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30320,2016080611,4,1,0:00:09,1,0.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080310,4,3,0:00:11,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080415,4,1,0:01:42,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080420,4,3,0:00:06,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080520,4,3,0:00:05,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080610,4,3,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080714,4,2,0:00:34,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080909,4,2,0:00:18,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080322,4,1,0:00:29,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080613,4,4,0:00:08,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080720,4,1,0:00:10,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080723,4,2,0:00:16,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080414,4,3,0:00:03,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080508,4,3,0:00:08,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080709,4,3,0:00:07,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080712,4,3,0:00:08,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080816,4,3,0:00:07,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30550,2016080515,4,2,0:00:15,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080409,4,4,0:00:12,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080509,4,2,0:06:42,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080610,4,3,0:00:10,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080614,4,2,0:00:05,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080615,4,3,0:00:15,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080710,4,3,0:01:42,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080714,4,1,0:00:19,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080817,4,2,0:00:04,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30570,2016080910,4,2,0:00:26,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30595,2016080814,4,1,0:01:12,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30680,2016080917,4,1,0:00:10,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30690,2016080909,4,1,0:00:13,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30730,2016080212,4,3,0:00:12,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30730,2016080715,4,4,0:00:07,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30740,2016080812,4,1,0:00:13,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30750,2016080410,4,2,0:00:32,2,50.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30770,2016080308,4,2,0:00:16,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=30770,2016080709,4,2,0:00:06,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30770,2016080816,4,2,0:00:25,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30770,2016080914,4,1,0:00:39,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30800,2016080212,4,2,0:01:01,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30840,2016080714,4,3,0:00:06,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30840,2016080917,4,2,0:00:44,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30970,2016080818,4,0,0:00:09,0,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=30970,2016080913,4,3,0:00:07,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=31000,2016080912,4,2,0:00:20,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31040,2016080315,4,1,0:01:22,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=31040,2016080609,4,3,0:13:19,3,33.33%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=31040,2016080610,4,3,0:00:05,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080213,4,1,0:00:04,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080610,4,3,0:05:32,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080617,4,2,0:00:43,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080708,4,2,0:00:31,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080710,4,3,0:00:49,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080915,4,2,0:00:21,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31160,2016080617,4,3,0:00:09,2,0.00%,50.00%,US$0.00 
