# 20160802-20160809,,,,,,,,
经销商,访问日期,PV,UV,平均页面停留时间,进入次数,跳出百分比,退出百分比,价值
/point/pages/scan.html?dealerCode=10720,2016080609,10,5,0:00:35,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080615,10,5,0:00:11,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080909,10,7,0:00:06,5,20.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=10840,2016080908,10,4,0:01:30,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=10840,2016080913,10,6,0:02:25,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=10880,2016080313,10,5,0:00:26,5,20.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=10880,2016080910,10,8,0:00:12,7,14.29%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=10890,2016080708,10,4,0:00:21,4,25.00%,40.00%,US$0.00 
/point/pages/scan.html?dealerCode=10940,2016080311,10,4,0:00:10,4,25.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080908,10,3,0:01:41,3,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=11060,2016080806,10,2,0:00:56,2,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=11800,2016080609,10,4,0:00:58,4,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=11840,2016080409,10,3,0:00:21,3,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=11900,2016080812,10,5,0:00:54,4,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=11940,2016080615,10,3,0:00:08,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080309,10,2,0:01:01,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20090,2016080210,10,8,0:00:12,5,20.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=20090,2016080412,10,4,0:00:59,4,25.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20120,2016080613,10,4,0:00:15,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20190,2016080308,10,2,0:01:36,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080415,10,8,0:03:22,5,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080616,10,4,0:00:26,3,33.33%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20330,2016080313,10,2,0:00:11,2,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20400,2016080310,10,4,0:00:36,4,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=20400,2016080311,10,7,0:00:07,5,20.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20490,2016080911,10,6,0:00:22,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20730,2016080609,10,6,0:00:30,6,16.67%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080310,10,7,0:00:14,6,33.33%,40.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080513,10,6,0:00:24,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080214,10,5,0:01:13,4,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080510,10,5,0:00:07,4,25.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=20880,2016080609,10,6,0:00:53,6,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=20930,2016080415,10,5,0:00:56,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20940,2016080910,10,2,0:00:20,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21160,2016080613,10,4,0:00:05,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21240,2016080517,10,7,0:02:06,5,40.00%,40.00%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080521,10,0,0:01:43,0,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=21280,2016080610,10,4,0:00:06,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080514,10,3,0:00:06,2,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=21610,2016080220,10,5,0:00:06,5,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080509,10,4,0:00:13,3,33.33%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080610,10,7,0:00:05,5,20.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080716,10,5,0:00:06,2,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080811,10,5,0:01:16,4,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080910,10,9,0:00:06,6,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=21700,2016080617,10,4,0:00:07,3,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=21740,2016080218,10,7,0:00:08,6,16.67%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080210,10,4,0:00:25,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=21940,2016080313,10,2,0:02:22,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=21940,2016080317,10,4,0:02:09,4,75.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080915,10,3,0:00:16,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30200,2016080609,10,3,0:04:08,3,33.33%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080318,10,7,0:00:26,6,50.00%,40.00%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080406,10,3,0:00:13,3,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080814,10,6,0:00:04,2,50.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=30690,2016080912,10,6,0:00:06,4,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=30770,2016080909,10,4,0:01:15,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=31130,2016080816,10,3,0:01:01,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31160,2016080317,10,2,0:00:43,2,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=31210,2016080513,10,4,0:00:58,4,25.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=31210,2016080810,10,6,0:00:10,5,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=31910,2016080909,10,5,0:00:13,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=50230,2016080512,10,6,0:00:11,5,20.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=50380,2016080717,10,3,0:00:07,2,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=50510,2016080411,10,3,0:00:06,3,0.00%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=51010,2016080511,10,7,0:00:09,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=51170,2016080416,10,4,0:00:31,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=51170,2016080510,10,6,0:00:48,6,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=51170,2016080712,10,5,0:01:18,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=51620,2016080416,10,5,0:00:11,4,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=51670,2016080510,10,8,0:00:28,6,16.67%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=51690,2016080608,10,2,0:05:17,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=80270,2016080314,10,5,0:01:02,5,40.00%,40.00%,US$0.00 
/point/pages/scan.html?dealerCode=80410,2016080309,10,3,0:02:59,3,33.33%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=80430,2016080914,10,2,0:01:09,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=80600,2016080314,10,3,0:02:53,2,50.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=80600,2016080316,10,3,0:01:02,3,66.67%,30.00%,US$0.00 
/point/pages/scan.html?dealerCode=81360,2016080807,10,3,0:00:07,3,0.00%,10.00%,US$0.00 
/point/pages/scan.html?dealerCode=10020,2016080220,9,2,0:01:52,1,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10020,2016080614,9,3,0:00:19,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080220,9,3,0:00:25,2,50.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080414,9,6,0:02:02,6,16.67%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080509,9,5,0:00:13,5,20.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080709,9,5,0:00:23,4,0.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080415,9,4,0:00:07,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080909,9,2,0:01:10,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10230,2016080214,9,5,0:00:20,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080214,9,3,0:00:45,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080809,9,3,0:01:32,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10320,2016080615,9,2,0:00:08,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10330,2016080416,9,6,0:01:31,5,40.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=10680,2016080819,9,5,0:00:12,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10710,2016080616,9,6,0:00:04,5,40.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080311,9,7,0:00:08,5,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080408,9,4,0:00:28,4,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080410,9,7,0:00:09,7,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080611,9,5,0:00:07,4,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080710,9,3,0:00:23,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080713,9,3,0:00:11,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080911,9,6,0:00:06,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080916,9,5,0:00:08,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080610,9,7,0:00:13,5,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080915,9,4,0:00:30,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10880,2016080613,9,5,0:00:05,3,33.33%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=10880,2016080713,9,6,0:00:11,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10880,2016080914,9,2,0:03:14,2,50.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080213,9,9,0:00:09,8,12.50%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080215,9,6,0:00:16,4,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080218,9,2,0:00:23,1,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080316,9,5,0:00:53,4,25.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080607,9,1,0:02:57,1,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=11030,2016080316,9,3,0:00:51,3,33.33%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11060,2016080709,9,3,0:03:27,3,33.33%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11070,2016080512,9,7,0:00:08,7,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11080,2016080221,9,5,0:00:08,5,0.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=11080,2016080709,9,3,0:00:36,2,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11260,2016080300,9,2,0:00:36,2,50.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11340,2016080216,9,5,0:00:07,4,0.00%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=11360,2016080309,9,4,0:02:01,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11360,2016080715,9,3,0:01:13,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=11360,2016080810,9,6,0:00:10,5,40.00%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=11590,2016080811,9,5,0:00:37,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11690,2016080514,9,3,0:00:46,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=11710,2016080710,9,5,0:00:10,5,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11780,2016080710,9,3,0:00:22,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11840,2016080914,9,3,0:04:18,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11840,2016080915,9,2,0:00:26,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=11870,2016080910,9,3,0:00:45,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=11940,2016080414,9,2,0:02:02,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11940,2016080909,9,6,0:00:25,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080710,9,5,0:00:07,1,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080417,9,3,0:04:19,2,50.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=20310,2016080609,9,4,0:00:23,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20320,2016080310,9,4,0:00:11,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=20590,2016080210,9,6,0:00:15,5,20.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=20590,2016080816,9,5,0:00:06,4,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=20770,2016080315,9,3,0:01:00,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080409,9,7,0:00:08,6,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080415,9,5,0:00:36,4,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080614,9,7,0:00:05,5,0.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=20810,2016080910,9,4,0:00:27,2,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=20880,2016080708,9,5,0:06:14,5,20.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=20880,2016080710,9,7,0:00:31,5,20.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=20900,2016080311,9,3,0:02:51,3,66.67%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080310,9,6,0:06:14,6,50.00%,55.56%,US$0.00 
/point/pages/scan.html?dealerCode=20980,2016080610,9,6,0:00:22,6,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=21200,2016080314,9,3,0:00:34,3,33.33%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=21260,2016080610,9,6,0:01:14,4,25.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=21280,2016080513,9,6,0:00:24,5,20.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=21280,2016080709,9,4,0:00:28,3,0.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=21360,2016080809,9,8,0:00:10,7,42.86%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=21410,2016080211,9,3,0:04:12,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=21610&from=timeline&isappinstalled=0,2016080211,9,7,0:00:08,5,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080813,9,6,0:00:22,4,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=21840,2016080510,9,3,0:02:36,2,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=21860,2016080814,9,5,0:00:30,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=21860,2016080917,9,5,0:00:07,3,33.33%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080411,9,7,0:00:27,5,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=22060,2016080912,9,6,0:00:46,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=22230,2016080717,9,5,0:00:08,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30230,2016080710,9,6,0:00:07,6,16.67%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=30240,2016080612,9,3,0:01:25,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080511,9,6,0:00:08,4,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=30400,2016080609,9,3,0:00:33,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30480,2016080509,9,5,0:00:05,0,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080416,9,6,0:00:06,4,25.00%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=30520,2016080609,9,6,0:00:15,5,20.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080509,9,4,0:00:32,3,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080608,9,3,0:00:32,3,33.33%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080616,9,5,0:00:23,4,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080708,9,4,0:01:26,4,25.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=30540,2016080912,9,4,0:00:48,3,33.33%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=30690,2016080908,9,3,0:01:54,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30730,2016080210,9,6,0:07:23,5,40.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=30730,2016080809,9,8,0:00:16,6,16.67%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=30770,2016080317,9,2,0:00:37,2,50.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=30840,2016080520,9,5,0:00:09,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=30840,2016080712,9,6,0:00:05,5,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=31520,2016080215,9,6,0:00:27,5,20.00%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=31520,2016080709,9,5,0:00:23,5,20.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=31610,2016080608,9,5,0:04:57,4,50.00%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=31670,2016080515,9,5,0:00:06,5,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=31670,2016080518,9,6,0:00:10,6,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=32420,2016080609,9,7,0:00:10,6,16.67%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=50110,2016080512,9,5,0:00:44,5,20.00%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=50310,2016080715,9,3,0:00:06,3,33.33%,44.44%,US$0.00 
/point/pages/scan.html?dealerCode=50330,2016080615,9,3,0:00:31,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=50350,2016080220,9,6,0:00:20,5,20.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=50460,2016080308,9,2,0:02:13,2,50.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=50570,2016080210,9,4,0:02:41,2,50.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=50670,2016080914,9,1,0:01:52,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=50760,2016080516,9,5,0:00:34,4,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=51010,2016080607,9,6,0:08:54,6,66.67%,66.67%,US$0.00 
/point/pages/scan.html?dealerCode=51140,2016080610,9,8,0:00:10,8,12.50%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=51330,2016080417,9,2,0:00:15,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=51360,2016080415,9,7,0:00:09,6,16.67%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=51690,2016080914,9,2,0:00:35,2,0.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=80320,2016080613,9,2,0:00:42,1,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=80430,2016080615,9,6,0:00:18,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=80840,2016080915,9,2,0:00:16,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=81370,2016080609,9,7,0:00:10,4,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=81390,2016080209,9,3,0:00:15,3,0.00%,22.22%,US$0.00 
/point/pages/scan.html?dealerCode=10020,2016080316,8,1,0:00:24,1,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080415,8,2,0:00:26,2,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080611,8,3,0:00:07,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10100,2016080914,8,2,0:03:50,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080411,8,4,0:00:05,3,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080412,8,5,0:00:05,3,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080414,8,4,0:00:04,3,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080513,8,5,0:00:07,4,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080515,8,4,0:00:13,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080709,8,3,0:00:22,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10290,2016080614,8,3,0:00:11,3,0.00%,37.50%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080410,8,2,0:01:20,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080416,8,3,0:00:15,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080509,8,3,0:00:08,1,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080515,8,2,0:00:08,1,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080810,8,2,0:00:07,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10310,2016080815,8,4,0:00:09,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10320,2016080614,8,6,0:00:10,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10320,2016080913,8,6,0:00:11,3,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10320,2016080916,8,6,0:00:06,5,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10330,2016080609,8,3,0:00:32,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10350,2016080615,8,6,0:00:17,6,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10390,2016080708,8,4,0:01:16,4,25.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10430,2016080710,8,5,0:04:03,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10470,2016080916,8,5,0:01:08,4,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10500,2016080409,8,5,0:00:15,3,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10710,2016080409,8,6,0:00:20,5,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080411,8,7,0:00:08,7,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080414,8,5,0:00:13,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080510,8,4,0:00:26,4,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10720,2016080716,8,4,0:00:16,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080215,8,3,0:06:56,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080316,8,2,0:00:33,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080409,8,5,0:00:26,4,25.00%,37.50%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080510,8,4,0:00:10,3,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10860,2016080518,8,5,0:00:04,5,20.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=10900,2016080412,8,4,0:04:23,2,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=10900,2016080709,8,5,0:00:08,5,60.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=10910,2016080814,8,5,0:00:06,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10920,2016080210,8,2,0:00:29,2,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=11020,2016080312,8,2,0:00:13,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11070,2016080610,8,3,0:00:05,3,33.33%,37.50%,US$0.00 
/point/pages/scan.html?dealerCode=11090,2016080213,8,4,0:00:09,4,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11100,2016080714,8,4,0:00:12,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11170,2016080310,8,4,0:00:55,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11170,2016080911,8,5,0:00:29,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11230,2016080214,8,4,0:05:39,4,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11360,2016080415,8,2,0:03:56,2,0.00%,12.50%,US$0.00 
/point/pages/scan.html?dealerCode=11800,2016080214,8,4,0:00:09,3,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11830,2016080916,8,4,0:00:08,3,33.33%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11840,2016080417,8,5,0:00:29,3,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11940,2016080611,8,1,0:00:21,0,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20030,2016080310,8,4,0:01:20,4,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080418,8,2,0:00:20,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20220,2016080613,8,4,0:00:06,4,25.00%,25.00%,US$0.00 
