# ----------------------------------------,,,,,,,,
# 20160801-20160802,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
经销商,访问日期,PV,UV,平均页面停留时间,进入次数,跳出百分比,退出百分比,价值
/point/point/pages/scan.html?dealerCode=35521,2016080113,3,1,0:02:05,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10770,2016080210,1,1,0:02:00,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=A07135,2016080114,1,1,0:02:00,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11100,2016080215,2,2,0:02:00,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11350,2016080211,4,1,0:01:59,1,0.00%,25.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=A33079,2016080115,3,1,0:01:59,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=81390,2016080110,5,1,0:01:54,0,0.00%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=10810,2016080212,17,6,0:01:53,6,33.33%,23.53%,US$0.00 
/point/point/pages/scan.html?dealerCode=00000,2016080109,7,3,0:01:53,3,33.33%,14.29%,US$0.00 
/point/point/pages/scan.html?dealerCode=50350,2016080117,14,4,0:01:53,3,0.00%,7.14%,US$0.00 
/point/pages/scan.html?dealerCode=10020,2016080220,9,2,0:01:52,1,0.00%,11.11%,US$0.00 
/point/point/pages/scan.html?dealerCode=11860,2016080115,6,2,0:01:49,1,0.00%,16.67%,US$0.00 
/point/point/pages/scan.html?dealerCode=20330,2016080110,8,4,0:01:48,3,0.00%,12.50%,US$0.00 
/point/point/pages/scan.html?dealerCode=50570,2016080109,3,0,0:01:48,0,0.00%,33.33%,US$0.00 
/point/point/pages/scan.html?dealerCode=50390,2016080111,3,2,0:01:46,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=20590,2016080118,5,2,0:01:44,2,50.00%,40.00%,US$0.00 
/point/pages/scan.html?dealerCode=11240,2016080211,26,10,0:01:44,6,0.00%,19.23%,US$0.00 
/point/pages/scan.html?dealerCode=10680,2016080217,4,2,0:01:43,2,50.00%,50.00%,US$0.00 
/point/pages/scan.html?dealerCode=A21630,2016080213,2,2,0:01:40,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=10920,2016080109,4,2,0:01:39,2,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=80430,2016080110,3,2,0:01:38,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=20750,2016080214,7,1,0:01:37,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=11800,2016080211,3,1,0:01:36,1,0.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=21630,2016080213,3,2,0:01:31,1,0.00%,33.33%,US$0.00 
/point/pages/scan.html?dealerCode=21820,2016080211,15,6,0:01:31,6,16.67%,20.00%,US$0.00 
/point/pages/scan.html?dealerCode=10220,2016080220,6,3,0:01:31,3,0.00%,16.67%,US$0.00 
/point/pages/scan.html?dealerCode=31610,2016080210,6,1,0:01:30,1,0.00%,16.67%,US$0.00 
/point/pages/scan.html?dealerCode=51170,2016080214,6,4,0:01:30,3,0.00%,16.67%,US$0.00 
/point/pages/scan.html?dealerCode=11340,2016080210,63,38,0:01:28,38,5.26%,19.05%,US$0.00 
/point/point/pages/scan.html?dealerCode=10320,2016080117,7,4,0:01:25,1,0.00%,28.57%,US$0.00 
